xcood,ycood,zcood,scalar
28.389310,55.422078,33.142593,1508.931419
53.117425,22.074731,28.867541,1797.312962
38.594216,66.086616,36.059872,1531.979858
8.077937,29.585544,9.680786,1722.718753
14.385324,67.264177,17.050945,1970.635054
14.828293,16.483372,31.561038,1928.321377
58.157617,22.313718,14.582468,1399.626470
51.192238,40.179331,44.895061,1924.459569
19.967065,23.941361,53.717331,1754.402608
13.995054,17.072134,42.360639,1866.256758
55.121315,40.921771,3.422421,1981.587653
4.821505,31.236886,14.178025,1351.597909
48.691910,39.003392,23.747480,1803.013003
57.324362,37.233989,11.590089,1747.921892
27.231730,46.946608,51.684434,1019.514950
13.620208,71.505317,0.739406,1643.689105
15.952426,24.362755,53.387393,1924.225804
10.581487,27.961511,38.154418,1851.214674
29.610140,76.788423,3.258215,1453.336015
21.105932,51.210553,31.279951,1257.915875
36.948355,11.774760,9.407089,1251.849457
7.282962,50.297815,26.589260,1440.432602
40.042536,7.338555,22.827533,1890.449942
51.692954,35.046925,15.173615,1436.894793
51.104182,41.589180,39.853133,1449.665217
5.184001,24.075827,0.887808,1802.710273
13.212553,36.899447,52.750994,1539.443233
21.165635,40.224833,64.074358,1227.631315
37.100837,17.849279,38.267168,1412.129758
50.507062,60.809693,34.715906,1098.177322
19.227257,12.748272,16.810629,1921.111867
57.666911,31.943295,19.215849,1191.637808
20.370339,37.248084,50.840644,1732.784073
4.812093,28.797396,0.840529,1835.609158
26.193674,56.720170,9.534646,1522.584136
50.779260,39.341551,36.439073,1151.625599
28.746294,5.703639,17.050920,1780.132581
6.699467,18.100456,3.164874,1532.244048
21.346814,5.845595,13.040718,1452.283494
30.387278,54.470143,14.469663,1491.160471
55.007009,23.227846,18.560011,1192.459629
4.454801,33.798163,13.498644,1765.497981
45.978939,49.598146,42.210751,1312.678699
22.061747,79.282055,4.468529,1653.603675
23.863167,25.280590,60.791875,1132.234477
51.911610,61.800770,23.056995,1180.378740
47.920267,62.766067,24.772698,1881.427475
44.061258,23.214064,46.514079,1098.995890
12.477686,31.923759,35.964310,1856.635352
54.195100,30.825553,43.577825,1051.344836
50.981762,23.911273,4.445510,1579.044087
47.715374,65.857747,30.292183,1630.720762
15.847772,50.029947,37.171206,1885.104676
39.072047,74.793430,7.773743,1214.183303
43.017869,15.800094,42.090214,1493.087029
21.333656,16.875201,21.175310,1083.245048
39.599247,17.051388,24.736771,1629.100013
15.706382,40.969527,42.516442,1452.101334
57.097153,43.872123,18.284780,1866.660731
9.861928,15.518944,18.794453,1329.783158
9.855397,55.942337,8.984562,1599.162295
37.789911,19.851852,58.581225,1501.112334
9.891529,36.256205,46.993498,1431.482111
14.127576,34.188532,36.796205,1664.613450
12.988972,22.713371,45.282408,1762.965982
18.982994,59.324259,42.073929,1207.996727
59.883723,44.765117,17.427887,1039.511739
29.312942,60.086248,4.421230,1299.069824
14.364407,22.659597,26.509612,1260.305541
30.567794,52.437469,47.582025,1738.396191
37.595653,56.919781,28.381872,1427.624635
54.699228,20.990252,23.232181,1456.219128
56.142837,53.831341,22.275594,1948.460051
42.141270,58.139832,17.974192,1403.540882
7.802321,15.569308,11.358493,1151.614787
4.168163,27.949548,4.156373,1914.265678
20.345659,56.839005,48.139537,1406.212483
52.714847,53.611277,27.604943,1453.778305
43.212166,30.151090,54.234860,1963.805533
42.158746,39.540703,51.343277,1266.848088
17.384416,29.339780,40.917679,1853.061402
23.180603,7.606455,17.596797,1233.414253
23.351871,57.429327,28.091062,1327.386597
13.547016,19.611292,28.611229,1020.222737
46.852618,18.675701,18.104350,1356.309910
44.179520,13.056765,7.142655,1008.915360
9.675597,56.257720,1.136970,1186.679927
19.955175,39.589784,49.098847,1925.055061
52.784159,39.333170,22.502249,1746.443629
22.485730,52.628119,8.660919,1874.472809
15.676163,44.552689,27.187157,1629.575422
58.688003,49.369870,8.794233,1059.062476
43.748771,42.649626,50.363100,1016.474257
30.791383,37.736142,66.167505,1872.367563
53.312912,41.175674,38.562756,1648.591114
8.185278,38.425422,22.854120,1684.818092
42.517099,52.428344,42.246759,1515.117656
52.063334,30.383537,45.103536,1402.640299
35.178694,56.937740,5.462017,1748.197198
25.081356,11.227629,31.445066,1560.990601
56.883117,22.671314,15.113019,1546.943138
14.475358,65.891732,22.710629,1466.652091
16.660512,42.848769,29.542856,1798.488872
39.480480,31.998689,54.533843,1610.964301
21.151927,44.977969,33.922801,1807.850901
28.679686,76.107163,21.243308,1916.484557
28.355180,2.984529,8.608757,1783.884661
52.374701,46.709009,31.753657,1697.021739
43.974895,51.715298,27.498450,1534.356549
19.446049,44.797018,43.850756,1604.527991
53.882528,56.687857,23.829090,1028.994511
50.204470,19.883878,11.081441,1691.035227
45.283577,35.306359,51.294892,1071.147888
11.264790,59.867043,8.422008,1318.321703
42.235664,55.501420,49.653500,1032.171667
37.846092,50.359035,4.121038,1039.991802
51.621002,39.337565,24.502399,1782.325001
28.008301,48.959959,38.531737,1068.865785
22.222562,11.024359,16.381420,1579.833730
22.986540,12.054376,38.382663,1513.234454
28.841895,18.283987,47.769349,1563.796577
44.692440,47.868182,43.317820,1905.675822
48.758641,36.845876,25.162713,1814.127880
11.051905,40.497017,36.835933,1382.364163
39.912734,23.529397,49.639136,1162.606652
19.494146,10.005525,26.591224,1767.442460
29.314697,56.501997,17.020595,1523.066423
31.762391,11.234540,18.636303,1526.867481
37.605226,49.140267,18.784316,1697.527452
27.590790,54.036571,12.215002,1612.585258
37.571367,47.983660,50.469475,1452.508514
17.159977,48.412831,43.393550,1107.062142
29.629079,11.642101,26.535669,1435.084585
44.911796,18.972448,42.237340,1455.903727
38.721530,7.246126,35.358349,1605.026859
34.799035,81.142460,15.521190,1499.932625
8.496143,24.516654,11.823981,1394.858516
10.463906,60.413512,14.650584,1231.865667
8.112281,16.949504,5.942375,1310.194607
39.867731,6.102098,29.495003,1444.403197
13.213908,21.536908,18.832119,1490.319735
40.574524,58.344898,20.747711,1456.027500
11.954086,23.795565,13.112812,1880.578516
19.113439,43.253537,43.359641,1877.501009
11.246421,27.420442,36.274643,1735.471742
37.033345,6.901389,32.025289,1494.981172
24.257905,45.031288,33.891548,1678.524053
20.353761,53.428598,2.328754,1155.432382
12.516729,43.209343,29.474409,1565.172218
8.805987,63.061117,3.460414,1729.533006
59.498559,37.835261,24.362127,1747.212601
47.584176,48.134084,37.401558,1601.778284
24.685324,37.097260,57.102305,1592.619074
18.532830,57.823154,10.750290,1714.626796
16.926551,31.107967,39.518860,1130.830079
32.140781,57.357551,21.877673,1961.493338
46.607842,50.879628,2.999027,1177.619343
36.873609,66.520109,45.059193,1916.736173
24.551352,21.351050,50.713740,1300.844991
30.197850,75.309976,16.206371,1615.175346
21.148146,12.377797,21.109859,1212.068099
13.516785,65.042617,9.185194,1343.508205
55.316605,36.880462,28.457988,1739.396132
10.225634,35.792718,8.747921,1789.067031
51.508483,28.734978,41.016049,1475.689820
52.559225,20.921519,34.342113,1232.882822
47.244646,46.376616,37.914621,1455.369961
42.680611,50.430935,38.565683,1847.357086
29.236109,71.580328,31.208468,1057.692437
47.569183,45.459162,45.184753,1572.702351
51.170363,64.971423,15.814910,1570.133812
30.924276,36.957047,65.110271,1487.666851
43.983713,19.188872,36.762192,1868.220940
28.327293,29.256960,67.751337,1765.128526
37.204922,52.434904,54.931537,1504.400320
42.170645,16.116197,21.612696,1741.649997
11.278483,29.811788,34.437863,1821.999305
28.405128,12.109019,6.701383,1002.813880
42.500808,38.019082,53.729985,1910.332248
47.016356,39.134301,31.231138,1430.185936
8.304036,23.495637,16.494547,1664.558978
44.532688,14.882612,31.592890,1238.780871
58.524121,43.001403,1.089268,1915.319782
14.925640,23.507239,31.420318,1570.130421
40.985237,45.897555,55.833490,1716.673418
49.720870,53.094929,15.213964,1996.081818
19.024573,58.673729,6.191327,1963.744062
37.448391,49.194024,3.392761,1011.790984
24.532012,42.707627,62.318495,1491.599407
24.665683,56.332074,4.805684,1304.940358
14.200413,44.537885,34.331931,1622.915987
46.265340,64.207173,28.870501,1474.203802
21.799951,49.200887,12.359786,1284.781009
32.386541,76.869771,6.664595,1896.510645
25.375587,77.584202,9.186760,1033.555631
41.351198,74.153697,28.196467,1073.548247
27.566670,21.361233,64.899194,1584.031077
50.554684,32.347740,44.849484,1795.367510
37.433981,58.596039,45.919900,1117.310173
3.238220,28.727430,7.843472,1655.613942
29.005529,61.843171,45.354786,1016.300206
34.282739,3.518444,11.638289,1702.774406
47.463697,41.227318,54.446487,1953.289330
15.842070,53.170835,4.418453,1641.216277
48.494615,29.149840,24.604956,1611.988469
36.740524,51.568475,42.923934,1191.662018
41.410426,36.193453,56.594350,1721.243341
35.386735,11.309349,21.204196,1493.427948
12.100574,24.935359,9.910139,1594.247332
39.241550,7.820999,18.607432,1394.913071
55.884598,24.114848,16.139871,1960.761663
46.513265,8.550567,11.481742,1848.844097
10.459685,21.621494,4.513759,1826.281378
37.913569,47.627465,43.998548,1283.789436
56.552081,22.876718,23.605160,1082.314393
18.070897,13.529041,13.757971,1666.155791
34.889719,46.413043,52.458620,1764.694744
45.469348,50.826570,33.584406,1293.765694
18.506298,43.914478,50.832373,1284.987802
48.664493,57.038821,41.893640,1357.626324
9.805569,47.936407,34.589269,1472.278853
60.590966,30.706026,5.744238,1048.375157
50.961291,34.971524,49.545149,1406.409959
21.676351,62.978246,38.601268,1969.300409
4.176958,31.209163,18.827355,1021.150859
27.795427,21.206875,56.205005,1866.358094
52.026530,36.871879,9.731517,1322.241943
42.790643,50.152463,5.066735,1107.082567
42.683844,14.575678,36.379395,1783.082138
42.938772,18.359034,46.467002,1848.623418
25.791312,3.513288,11.447956,1710.416961
38.968544,77.206068,3.875660,1583.283501
40.171310,44.101069,39.065991,1216.284177
33.447171,52.945388,47.632998,1634.982518
13.558115,41.793106,37.634230,1979.299949
30.841366,50.620658,14.470295,1762.892543
7.615233,28.948294,26.104076,1404.668207
13.351623,29.168368,14.531845,1854.987537
29.250000,30.074906,69.709170,1576.679594
14.213932,31.157347,18.938489,1368.739419
36.185747,65.154181,44.812111,1438.865611
35.745999,52.828884,32.483413,1892.821411
31.964873,13.822149,18.037259,1474.167270
50.737817,40.901351,15.689573,1836.515204
31.642693,52.935636,39.684124,1841.130852
26.658239,55.421790,51.009070,1623.873695
39.668490,9.733536,24.749905,1690.638005
39.250659,51.992320,53.166852,1401.122028
12.582770,13.884605,31.802492,1251.779733
13.044216,49.639053,8.165213,1861.434630
53.345565,39.768515,26.703440,1599.616620
51.255652,24.046704,39.204150,1827.080686
47.478492,72.828532,0.517300,1615.407375
19.728500,43.355625,49.364452,1693.384703
37.560923,40.066601,51.221096,1441.399415
6.721918,51.516841,8.203273,1513.707120
4.440380,27.531668,4.003360,1961.717846
11.962019,23.402756,4.481854,1228.695625
56.809178,17.192653,16.305065,1205.787049
12.346329,10.641989,3.083683,1918.172511
32.151123,54.049143,4.814912,1689.259213
19.165949,7.956570,24.308175,1879.825526
16.430644,23.601274,57.309867,1945.140342
11.843770,36.003839,40.638179,1064.147296
9.994925,13.280207,14.123615,1232.520255
47.627841,18.789406,8.383719,1443.030381
18.314506,48.188363,49.755796,1085.248207
28.783704,33.989457,64.169274,1887.249806
44.747968,20.019090,31.106720,1414.321795
12.692616,42.712274,2.031465,1736.634676
9.140538,35.957575,26.564205,1334.402483
48.154322,21.019017,43.235715,1506.856781
46.180769,45.830128,18.349031,1344.173509
54.302624,51.837615,11.934253,1810.324689
8.417478,38.896415,14.184490,1863.563278
17.094127,14.911941,34.033629,1021.944616
58.212923,37.013446,25.842256,1711.926500
30.752731,42.223374,66.207634,1068.691854
42.575578,72.572538,28.853961,1487.185997
20.276486,24.712044,63.386439,1614.171294
46.554186,44.180468,31.661679,1252.204890
54.454584,27.515412,20.800519,1201.440547
52.670209,30.016697,19.186393,1070.606430
13.891501,22.338136,41.380626,1867.539628
14.922889,72.752214,4.392563,1977.057592
6.056596,21.350511,12.796248,1628.967140
45.181236,32.326410,59.679833,1009.653940
17.654913,48.459088,26.000258,1092.839161
28.532126,7.619017,38.604275,1534.381058
53.718105,50.498993,6.687043,1067.278728
17.383460,51.740211,4.514285,1543.670797
28.768942,52.010474,35.970892,1316.069806
31.314516,58.059663,23.512484,1490.926665
20.909906,42.065613,48.843761,1894.091048
28.802308,46.930294,47.405351,1256.352090
21.176051,11.797562,40.695161,1929.664430
14.014908,32.552497,15.157844,1237.717651
33.672423,14.674054,37.177584,1411.050478
20.535127,70.122116,28.618776,1149.074289
43.490841,32.613656,46.807026,1846.544296
44.885623,37.391311,47.772556,1820.998911
37.406190,49.435463,34.417706,1088.723883
25.378468,74.170267,21.930994,1971.244896
25.029300,19.117959,59.684938,1532.785712
42.775618,34.961572,61.789590,1422.392599
40.125925,55.148807,49.560668,1916.773844
25.166762,15.875805,46.631865,1997.855332
14.859024,40.152357,17.932250,1308.773516
58.357577,43.470224,0.837824,1937.235790
25.345786,31.854031,64.725212,1759.511576
19.808465,47.982271,44.644890,1019.816842
19.565409,34.523845,61.066706,1904.827313
49.157598,58.122303,30.535502,1149.957414
17.237962,20.985588,35.701575,1724.506850
38.347508,53.697434,6.969687,1793.506065
41.789207,77.007138,2.838735,1923.690539
52.058630,61.578276,13.843904,1055.244928
43.376040,42.522172,41.113166,1268.314108
46.437904,46.371465,15.128748,1921.561700
16.355067,30.086416,56.523072,1924.437270
8.606940,19.736797,5.096177,1584.478113
20.179874,9.712063,11.954360,1313.384211
28.013624,15.852354,29.034469,1885.689159
52.607351,42.387506,24.980992,1954.048570
16.720010,39.439037,26.622965,1926.660135
27.576060,51.431737,47.350755,1373.348134
57.251639,52.170055,18.996867,1717.108152
18.300271,15.340466,0.459251,1917.461381
54.463050,29.732804,39.724226,1616.330179
44.799385,20.967801,31.287564,1358.283510
21.210187,70.296103,19.011600,1074.468851
47.957372,37.212565,57.046875,1816.213563
14.038787,24.188681,20.044177,1794.419297
24.420469,9.427538,32.439736,1570.211409
13.558565,39.141269,36.531378,1001.769426
26.006175,51.023838,52.892245,1033.045316
35.360588,34.367422,56.229506,1467.766648
34.901503,9.777005,29.394163,1431.064925
37.497146,60.827986,1.221567,1394.941685
41.564036,8.238265,2.567828,1794.463775
39.704786,58.027221,31.141642,1373.821402
16.553172,33.588246,50.098174,1567.212303
29.612734,61.603718,0.183519,1164.583897
21.678547,77.726396,15.349254,1220.017632
50.244906,52.344179,3.484388,1105.462210
11.707032,27.366988,27.373552,1299.812515
50.497283,32.673588,55.285553,1166.728945
57.708015,42.009237,29.970839,1164.644973
24.834300,38.561140,62.749956,1770.797465
18.836918,65.058228,37.393717,1614.386211
42.603430,40.719757,52.863284,1035.902262
55.368561,47.078572,5.486897,1691.848745
45.696902,73.137382,4.776982,1155.278122
38.098643,11.645625,19.134619,1207.011835
15.591703,16.638438,25.840736,1841.070888
51.945273,57.141515,10.167481,1171.906717
35.442167,13.115772,10.834739,1390.302414
49.177224,36.597585,48.473578,1366.207669
22.848038,11.022764,16.406660,1721.498810
28.025402,56.237144,17.338519,1346.584374
37.020198,76.747822,7.494875,1879.862891
15.860200,38.833579,58.228303,1334.909213
27.113447,38.434223,58.332607,1193.383150
35.762899,76.040763,27.346357,1322.954579
49.628680,17.267281,11.045569,1143.161856
41.665352,8.584392,14.364341,1758.418997
54.904655,49.138422,29.566892,1659.287389
51.576240,47.123669,10.125084,1892.596224
48.997983,39.749313,30.768570,1153.607618
21.336272,22.161361,39.120804,1332.431117
14.170079,23.052812,35.880341,1529.320079
38.941785,8.725639,32.326451,1336.561884
24.482469,60.267989,4.617335,1353.486053
12.343093,30.494996,21.408797,1982.310328
10.331489,49.004733,27.500516,1557.943917
43.621787,44.346740,58.407757,1910.606780
8.136906,27.098200,30.670659,1977.234735
14.936931,51.264171,40.001504,1729.232987
50.616769,68.824039,1.908056,1086.650074
13.821299,16.899573,4.691588,1396.769762
32.329404,35.078839,60.977635,1149.256299
43.938978,56.151550,5.718956,1332.222593
56.401568,26.366838,30.111538,1785.678078
36.315110,60.788206,4.857412,1130.011727
16.034184,68.962918,18.218742,1330.166453
27.139898,26.004190,61.408792,1794.351756
44.237139,46.322256,15.942699,1303.434353
56.184737,32.941601,26.466033,1758.770395
12.475551,63.052492,18.201682,1586.401242
48.920540,39.730804,42.046487,1101.996458
21.572900,67.221029,28.104783,1711.443816
18.962497,28.460384,51.054194,1969.606239
54.191083,39.213535,42.202000,1786.192900
23.263452,9.330100,7.748839,1981.979100
38.135704,6.770716,22.950427,1005.259699
50.720001,12.326221,17.868869,1800.581977
23.811982,34.787924,65.223658,1525.106515
17.150056,8.117311,2.389952,1740.292784
54.099523,32.528111,29.825077,1211.853903
26.307445,3.795395,5.362659,1095.467768
43.533640,21.883655,59.929256,1546.386808
24.586129,52.958570,5.539791,1768.875918
29.401515,40.318519,53.671820,1653.017878
34.753167,54.248719,23.244563,1066.995897
21.760839,9.068604,24.662292,1862.862019
50.893149,33.381550,54.166646,1569.398930
12.254461,36.447527,24.998483,1610.427462
43.078722,38.313111,62.047056,1074.643616
8.408074,33.407928,21.961411,1011.003314
4.474568,40.191367,11.998343,1137.179923
56.122340,50.661503,20.348116,1858.918004
25.978782,57.330084,7.488578,1179.370045
50.030804,60.396536,35.431409,1836.315349
37.676982,73.959934,18.940964,1829.742975
32.387470,12.993432,48.372270,1477.080132
18.630624,50.477041,43.823751,1431.215329
37.220041,6.110751,32.191846,1010.630217
19.683049,15.060324,47.846396,1817.046678
31.659364,11.793640,22.009675,1812.566361
3.945204,46.518636,1.411183,1969.544969
14.060386,50.721826,1.945328,1415.207170
40.615281,14.513301,6.921764,1284.400146
47.482052,23.893633,29.955435,1500.228363
26.994878,22.606953,60.351627,1058.984874
27.370574,35.683992,54.896485,1753.058559
49.148561,8.065826,1.425137,1711.710588
4.365546,27.884665,9.532239,1955.225368
16.651095,12.301871,21.671809,1230.212702
25.924742,48.485717,38.021942,1577.709878
22.878338,22.802454,59.659756,1033.306802
11.226534,25.034767,0.491550,1829.051435
34.196118,25.337759,60.325135,1422.497394
12.468578,15.040098,31.321103,1621.160498
47.801842,51.044076,36.745641,1170.331883
20.438004,17.370675,13.049997,1432.575699
19.799727,47.973649,51.793023,1422.327314
24.494927,53.568989,42.452958,1929.841184
60.510691,39.547426,10.369807,1588.501725
45.997175,44.750230,29.580129,1243.356359
22.977185,17.532716,47.051843,1908.650226
30.416857,48.559170,55.557349,1883.419630
46.042929,29.646579,37.527555,1099.954945
53.456196,23.202505,12.300952,1371.867788
19.847009,61.714356,39.298689,1168.079911
50.296224,43.420300,39.954903,1707.730106
31.701769,69.339799,41.590158,1730.928849
12.183815,42.294930,45.972427,1001.446772
22.013075,15.052311,53.993988,1398.577064
35.637425,14.043229,3.212154,1404.935843
39.029375,55.900734,11.974561,1911.551245
27.118806,10.801179,17.739905,1140.873508
14.359738,48.504048,45.760127,1068.733649
43.544734,56.180474,22.507438,1793.224315
20.343276,44.891905,25.488711,1184.068955
44.190969,13.516011,46.108411,1429.742900
54.427150,41.647243,4.702755,1240.792649
15.133655,17.989112,18.737688,1671.361731
10.445103,24.674562,7.602215,1520.352174
19.172372,67.391388,31.069036,1115.609594
16.283003,20.023228,41.262531,1341.664076
15.934792,42.876963,13.271619,1254.121225
54.387880,46.669003,0.277288,1546.202178
46.385909,35.598151,40.294933,1713.904234
46.223865,55.233368,12.811026,1065.029765
32.754949,56.615258,33.540673,1250.821296
34.327575,25.968490,62.538636,1297.558714
16.319446,68.006016,21.186663,1045.470447
12.716425,70.568609,5.567187,1387.588833
20.119289,37.335173,63.838755,1057.832571
